title,author,release_date,last_updated,language,ebook,character_set_encoding,chapter_count,section_count,lines_count,number_of_words,publish_year
Manual for Noncommissioned Officers and Privates of Infantry,War Department,"February 1, 2004","February 1, 2004",English,10908,ASCII,29,84,15373,114757,2004
"Robert Louis Stevenson, an Elegy; And Other Poems",Richard Le Gallienne,"February 2, 2004","February 2, 2004",English,10910,ASCII,0,4,1891,10274,2004
Buried Alive: A Tale of These Days,Arnold Bennett,"February 2, 2004","January 9, 2005",English,10911,ASCII,12,4,7403,61279,2004
The Infant's Delight: Poetry,Anonymous,"February 2, 2004","February 2, 2004",English,10912,ASCII,0,4,1922,9074,2004
English Poems,Richard Le Gallienne,"February 2, 2004","February 2, 2004",English,10913,ASCII,0,4,3011,17212,2004
The Girl's Cabinet of Instructive and Moral Stories,Uncle Philip,"February 2, 2004","February 2, 2004",English,10915,US-ASCII,0,4,824,6531,2004
"Parent and Child Vol. III., Child Study and Training",Mosiah Hall,"February 2, 2004","February 2, 2004",English,10916,ASCII,0,4,4851,42489,2004
The Log of a Noncombatant,Horace Green,"February 3, 2004","February 3, 2004",English,10918,ASCII,0,4,3500,32789,2004
A Compilation of the Messages and Papers of the Presidents,James D. Richardson,"February 3, 2004","February 3, 2004",English,10919,ASCII,0,4,16692,150996,2004
"Two Years Ago, Volume I",Charles Kingsley,"February 3, 2004","February 3, 2004",English,10920,ASCII,14,4,13047,117487,2004
Young Lives,Richard Le Gallienne,"February 3, 2004","February 3, 2004",English,10922,ASCII,46,4,8387,74195,2004
"Punch, or the London Charivari, Vol. 153, Aug 29, 1917",Various,"February 3, 2004","February 3, 2004",English,10923,US-ASCII,0,4,2299,15460,2004
The Lands of the Saracen,Bayard Taylor,"February 3, 2004","February 3, 2004",English,10924,ASCII,0,4,12398,131928,2004
"A Collection Of Old English Plays, Vol. IV.",Editor: A.H. Bullen,"February 3, 2004","February 3, 2004",English,10925,ASCII,0,4,16461,93802,2004
Saxe Holm's Stories,Helen Hunt Jackson,"February 3, 2004","February 3, 2004",English,10926,ASCII,0,4,10299,101851,2004
The Dog Crusoe and His Master,Robert Michael Ballantyne,"February 4, 2004","February 4, 2004",English,10929,ASCII,54,4,9991,89361,2004
The Buccaneer Farmer,Harold Bindloss,"February 4, 2004","February 4, 2004",English,10930,ASCII,36,4,11661,101354,2004
"The Lullaby, With Original Engravings",John R. Bolles,"February 4, 2004","February 4, 2004",English,10931,ASCII,0,4,675,4210,2004
Over the Pass,Frederick Palmer,"February 4, 2004","February 4, 2004",English,10932,ASCII,1,4,13674,118664,2004
"Punchinello, Vol. II. No. 38, Saturday, December 17, 1870.",Various,"February 4, 2004","February 4, 2004",English,10933,ASCII,1,4,2685,18892,2004
"Punchinello, Vol. II., No. 39., Saturday, December 24, 1870.",Various,"February 4, 2004","February 4, 2004",English,10934,ASCII,6,4,2773,19766,2004
The Wonderful Adventures of Nils,Selma Lagerloef,"February 4, 2004","February 4, 2004",English,10935,ASCII,0,4,16919,156626,2004
The Girl Aviators' Motor Butterfly,Margaret Burnham,"February 4, 2004","February 4, 2004",English,10936,ASCII,27,4,6155,40583,2004
The Life of St. Mochuda of Lismore,Saint Mochuda,"February 4, 2004","February 4, 2004",English,10937,ASCII,0,4,2291,22778,2004
The Headsman,James Fenimore Cooper,"February 4, 2004","February 4, 2004",English,10938,ASCII,0,4,16152,161611,2004
After Waterloo: Reminiscences of European Travel 1815-1819,Major W. E Frye,"February 4, 2004","February 4, 2004",English,10939,ASCII,36,4,14904,153707,2004
"Manners, Custom and Dress During the Middle Ages and During the Renaissance Period",Paul Lacroix,"February 4, 2004","February 4, 2004",English,10940,ASCII,0,4,16371,161015,2004
The Claim Jumpers,Stewart Edward White,"February 4, 2004","February 4, 2004",English,10942,ASCII,23,4,6314,51329,2004
Elusive Isabel,Jacques Futrelle,"February 4, 2004","February 4, 2004",English,10943,ASCII,1,4,5844,43745,2004
From a Bench in Our Square,Samuel Hopkins Adams,"February 4, 2004","February 4, 2004",English,10944,ASCII,0,4,8170,59144,2004
Lays of the Scottish Cavaliers and Other Poems,W.E. Aytoun,"February 4, 2004","February 4, 2004",English,10945,ASCII,0,4,6410,46477,2004
Three Frenchmen in Bengal,S.C. Hill,"February 4, 2004","February 4, 2004",English,10946,ASCII,5,4,6355,53167,2004
The Stories of the Three Burglars,Frank Richard Stockton,"February 5, 2004","February 5, 2004",English,10948,ASCII,0,4,3645,36458,2004
The Romance of Zion Chapel [3d ed.],Richard Le Gallienne,"February 5, 2004","February 5, 2004",English,10949,ASCII,29,4,5448,49183,2004
"The Mirror of Literature, Amusement, and Instruction",Various,"February 5, 2004","February 5, 2004",English,10950,ASCII,0,4,1976,16151,2004
"A Compilation of the Messages and Papers of the Presidents, Volume",James D. Richardson,"February 5, 2004","February 5, 2004",English,10951,US-ASCII,0,4,11132,88891,2004
"Punch, or the London Charivari, Vol. 156, Jan. 15, 1919",Various,"February 5, 2004","February 5, 2004",English,10952,US-ASCII,0,4,2465,17052,2004
The Girl Aviators' Sky Cruise,Margaret Burnham,"February 6, 2004","February 6, 2004",English,10954,ASCII,25,4,6216,46690,2004
The Gospels in the Second Century,William Sanday,"February 6, 2004","February 6, 2004",English,10955,ASCII,14,4,13784,117539,2004
Indian speeches (1907-1909),John Morley (AKA Viscount Morley),"February 6, 2004","February 6, 2004",English,10956,ASCII,0,4,4384,45216,2004
"The Love Affairs of Great Musicians, Volume 1",Rupert Hughes,"February 6, 2004","February 6, 2004",English,10957,ASCII,18,4,6827,65573,2004
An Unwilling Maid,Jeanie Gould Lincoln,"February 6, 2004","February 6, 2004",English,10958,ASCII,17,4,5925,53302,2004
The Visits of Elizabeth,Elinor Glyn,"February 6, 2004","February 6, 2004",English,10959,ASCII,0,4,5997,60646,2004
Vergil,Tenney Frank,"February 6, 2004","February 6, 2004",English,10960,ASCII,1,4,5109,45225,2004
Lawn Tennis for Ladies,Mrs. Lambert Chambers,"February 6, 2004","February 6, 2004",English,10961,ASCII,7,4,2871,25529,2004
Concerning Animals and Other Matters,"E.H. Aitken, (AKA Edward Hamilton)","February 6, 2004","February 6, 2004",English,10962,ASCII,0,4,5263,53744,2004
The Grip of Desire,Hector France,"February 6, 2004","February 6, 2004",English,10963,US-ASCII,2,4,12271,92556,2004
"Punch, or the London Charivari, Vol. 156, Jan. 1, 1919",Various,"February 6, 2004","February 6, 2004",English,10964,US-ASCII,0,4,1827,13330,2004
The World Turned Upside Down,Anonymous,"February 6, 2004","February 6, 2004",English,10965,ASCII,0,4,853,4788,2004
Four Weeks in the Trenches,Fritz Kreisler,"February 6, 2004","February 6, 2004",English,10967,ASCII,0,4,1740,16398,2004
A Century of Negro Migration,Carter G. Woodson,"February 6, 2004","February 6, 2004",English,10968,ASCII,9,4,7237,57424,2004
Ski-running,Katharine Symonds Furse,"February 7, 2004","February 7, 2004",English,10969,ASCII,0,4,4559,39136,2004
Pragmatism,D.L. Murray,"February 7, 2004","February 7, 2004",English,10970,ASCII,8,4,2146,19583,2004
"With the ""Die-Hards"" in Siberia",John Ward,"February 6, 2004","February 6, 2004",English,10972,US-ASCII,25,4,7793,75195,2004
The Late Mrs. Null,Frank Richard Stockton,"February 7, 2004","February 7, 2004",English,10973,ASCII,32,4,11786,116189,2004
A Ride to India across Persia and Baluchistan,Harry De Windt,"February 7, 2004","February 7, 2004",English,10974,ASCII,12,4,6827,62353,2004
The Apricot Tree,Unknown,"February 7, 2004","February 7, 2004",English,10976,ASCII,0,4,1198,9962,2004
The Grizzly King,James Oliver Curwood,"February 7, 2004","February 7, 2004",English,10977,US-ASCII,20,4,6199,61796,2004
Hidden Creek,Katharine Newlin Burt,"February 7, 2004","February 7, 2004",English,10978,US-ASCII,29,4,8570,74629,2004
Footsteps on the Road to Learning;,Anonymous,"February 7, 2004","February 7, 2004",English,10979,ASCII,0,4,668,4020,2004
Lady John Russell,Anonmous,"February 7, 2004","February 7, 2004",English,10980,US-ASCII,29,4,15343,128472,2004
Child's New Story Book;,Anonymous,"February 7, 2004","February 7, 2004",English,10981,ASCII,0,4,665,4846,2004
The Young Captives,Anonymous,"February 8, 2004","February 8, 2004",English,10983,ASCII,0,4,533,4091,2004
Growth of the Soil,Knut Hamsun,"February 8, 2004","February 8, 2004",English,10984,ASCII,0,4,16591,145824,2004
The Infant System,Samuel Wilderspin,"February 8, 2004","February 8, 2004",English,10985,ASCII,44,4,13098,127858,2004
Frederick Douglass,Charles Waddell Chesnutt,"February 8, 2004","February 8, 2004",English,10986,ASCII,0,4,2840,25284,2004
The Adventures of Little Bewildered Henry,Anonymous,"February 8, 2004","February 8, 2004",English,10987,ASCII,0,4,690,5312,2004
The Devil's Admiral,Frederick Ferdinand Moore,"February 8, 2004","February 8, 2004",English,10988,ASCII,21,4,8066,73603,2004
Our Saviour,Anonymous,"February 8, 2004","February 8, 2004",English,10989,ASCII,0,4,686,5764,2004
Selected Speeches on British Foreign Policy 1738-1914,Anonmous,"February 8, 2004","February 8, 2004",English,10990,US-ASCII,0,4,15073,160335,2004
Dogs and All About Them,Robert Leighton,"February 8, 2004","February 8, 2004",English,10991,ASCII,53,4,13274,126760,2004
Cleopatra,Jacob Abbott,"February 8, 2004","February 8, 2004",English,10992,ISO-8859-1,13,4,6246,64126,2004
"The World's Greatest Books, Volume V.","Arthur Mee and J.A. Hammerton, Eds.","February 8, 2004","February 8, 2004",English,10993,ASCII,0,4,12603,106480,2004
The Good Resolution,Anonymous,"February 8, 2004","February 8, 2004",English,10994,ASCII,0,4,1136,9440,2004
"Two Years Ago, Volume II.",Charles Kingsley,"February 8, 2004","February 8, 2004",English,10995,ASCII,14,4,13368,113636,2004
Whig Against Tory,Unknown,"February 9, 2004","February 9, 2004",English,10996,ASCII,7,4,2395,17380,2004
The World of Waters,Mrs. David Osborne,"February 9, 2004","February 9, 2004",English,10997,ASCII,14,4,10247,96048,2004
A Catechism of the Steam Engine,John Bourne,"February 9, 2004","February 9, 2004",English,10998,ASCII,12,4,15226,149692,2004
Michelangelo's Shoulder,John Moncure Wetterau,"February 9, 2004","February 9, 2004",English,11003,US-ASCII,0,4,1925,13782,2004
Joe Burke's Last Stand,John Moncure Wetterau,"February 9, 2004","February 9, 2004",English,11004,US-ASCII,0,4,10332,75713,2004
O+F,John Moncure Wetterau,"February 9, 2004","February 9, 2004",English,11005,US-ASCII,0,4,9407,68105,2004
The Book With The Yellow Cover,John Moncure Wetterau,"February 9, 2004","February 9, 2004",English,11006,US-ASCII,0,4,1313,5624,2004
"Jemmy Stubbins, or The Nailer Boy",Unknown Author,"February 9, 2004","February 9, 2004",English,11007,ASCII,0,4,1344,12204,2004
Antwerp to Gallipoli,Arthur Ruhl,"February 9, 2004","February 9, 2004",English,11008,ASCII,0,4,8152,80663,2004
Labor's Martyrs,Vito Marcantonio,"February 9, 2004","February 9, 2004",English,11009,ASCII,0,4,872,7479,2004
"The Spectator, Volume 2.",Addison and Steele,"February 9, 2004","February 9, 2004",English,11010,ASCII,0,4,37926,320225,2004
A Hilltop on the Marne,Mildred Aldrich,"February 9, 2004","February 9, 2004",English,11011,US-ASCII,0,4,4248,41089,2004
The Autobiography of an Ex-Colored Man,James Weldon Johnson,"February 9, 2004","February 9, 2004",English,11012,ASCII,0,4,5045,55083,2004
Christmas in Legend and Story,Elva S. Smith,"February 10, 2004","February 10, 2004",English,11014,ASCII,0,4,6456,51568,2004
"Pantheism, Its Story and Significance",J. Allanson Picton,"February 10, 2004","February 10, 2004",English,11015,ASCII,3,4,2354,20843,2004
The Port of Adventure,Charles Norris Williamson and Alice Muriel Williamson,"February 10, 2004","February 10, 2004",English,11016,ASCII,1,4,12117,114636,2004
"Samuel F. B. Morse, His Letters and Journals",Samuel F. B. Morse,"February 10, 2004","February 10, 2004",English,11017,ASCII,40,4,13735,132854,2004
"Samuel F. B. Morse, His Letters and Journals",Samuel F. B. Morse,"February 10, 2004","February 10, 2004",English,11018,ASCII,40,4,18319,170707,2004
Van Bibber and Others,Richard Harding Davis,"February 10, 2004","February 10, 2004",English,11019,ASCII,0,4,5651,56067,2004
Angels & Ministers,Laurence Housman,"February 10, 2004","February 10, 2004",English,11020,ASCII,0,4,6377,43205,2004
A Compilation of the Messages and Papers of the Presidents,James D. Richardson,"February 10, 2004","February 10, 2004",English,11021,ASCII,0,4,13561,120844,2004
Sowing and Reaping,Frances Ellen Watkins Harper,"February 10, 2004","February 10, 2004",English,11022,US-ASCII,0,4,3521,30753,2004
"Gems of Poetry, for Girls and Boys",Unknown,"February 10, 2004","February 10, 2004",English,11023,US-ASCII,0,4,971,5445,2004
Phaethon,Charles Kingsley,"February 10, 2004","February 10, 2004",English,11025,US-ASCII,0,4,2647,20887,2004
Literary and General Lectures and Essays,Charles Kingsley,"February 10, 2004","February 10, 2004",English,11026,US-ASCII,0,4,9487,93423,2004
Grimm's Fairy Stories,Jacob Grimm and Wilhelm Grimm,"February 10, 2004","February 10, 2004",English,11027,US-ASCII,0,4,5411,53903,2004
Philippine Folk-Tales,"Clara Kern Bayliss, Berton L. Maxfield, W. H. Millington,","February 10, 2004","February 10, 2004",English,11028,ASCII,53,4,7412,64869,2004
American Hero-Myths,Daniel G. Brinton,"February 11, 2004","February 11, 2004",English,11029,ASCII,12,4,7890,69301,2004
Samuel Johnson,Leslie Stephen,"February 11, 2004","February 11, 2004",English,11031,ASCII,12,4,5914,61370,2004
"Wilson's Tales of the Borders and of Scotland, Vol. XXIII.",Various,"February 11, 2004","February 11, 2004",English,11032,ASCII,0,4,7806,80802,2004
The Angel Over the Right Shoulder,Elizabeth Wooster Stuart Phelps,"February 11, 2004","February 11, 2004",English,11033,ASCII,0,4,832,6727,2004
A Compilation of the Messages and Papers of the Presidents,James D. Richardson,"February 11, 2004","February 11, 2004",English,11034,ASCII,0,4,21040,182733,2004
A Woman's Journey Round the World,Ida Pfeiffer,"February 11, 2004","February 11, 2004",English,11039,US-ASCII,48,4,19780,189184,2004
The Half-Back,Ralph Henry Barbour,"February 11, 2004","February 11, 2004",English,11041,US-ASCII,26,4,7435,65632,2004
Midnight,Octavus Roy Cohen,"February 11, 2004","February 11, 2004",English,11043,US-ASCII,23,4,7434,51667,2004
The Existence of God,Francois de Salignac de La Mothe- Fenelon,"February 11, 2004","February 11, 2004",English,11044,US-ASCII,0,4,4411,43782,2004
The Ghost Ship,Richard Middleton,"February 11, 2004","February 11, 2004",English,11045,ASCII,0,4,5931,55447,2004
Libro segundo de lectura,Ellen M. Cyr,"February 12, 2004","February 12, 2004",Spanish and English,11047,ISO Latin-1,0,4,5384,16606,2004
Taquisara,F. Marion Crawford,"February 12, 2004","February 12, 2004",English,11050,ASCII,29,4,15655,150281,2004
The Cruise of the Dazzler,Jack London,"February 12, 2004","February 12, 2004",English,11051,ASCII,21,4,4619,39484,2004
The Custom of the Country,Edith Wharton,"February 12, 2004","February 12, 2004",English,11052,ASCII,0,4,15482,142171,2004
Minnie's Sacrifice,Frances Ellen Watkins Harper,"February 12, 2004","February 12, 2004",English,11053,ASCII,0,4,3922,33634,2004
"Poems (1786), Volume I.",Helen Maria Williams,"February 12, 2004","February 12, 2004",English,11054,ASCII,0,4,6308,33949,2004
Lord Dolphin,Harriet A. Cheever,"February 12, 2004","February 12, 2004",English,11055,ASCII,11,4,2482,21454,2004
Trial and Triumph,Frances Ellen Watkins Harper,"February 12, 2004","February 12, 2004",English,11056,ASCII,0,4,4345,41241,2004
"The Wife of his Youth and Other Stories of the Color Line, and",Charles Waddell Chesnutt,"February 12, 2004","February 12, 2004",English,11057,US-ASCII,0,4,8991,84599,2004
Jack Archer,G. A. Henty,"February 12, 2004","February 12, 2004",English,11058,US-ASCII,26,4,10472,99594,2004
The Sylphs of the Season with Other Poems,Washington Allston,"February 12, 2004","February 12, 2004",English,11059,ASCII,0,4,3152,18699,2004
The Aspirations of Jean Servien,Anatole France,"February 12, 2004","February 12, 2004",English,11060,ASCII,0,4,4588,37042,2004
"Atlantic Monthly Volume 6, No. 34, August, 1860",Various,"February 12, 2004","February 12, 2004",English,11061,US-ASCII,7,5,9231,87382,2004
The Dozen from Lakerim,Rupert Hughes,"February 12, 2004","February 12, 2004",English,11062,US-ASCII,0,4,5995,51798,2004
A Man of Mark,Anthony Hope,"February 12, 2004","February 12, 2004",English,11063,US-ASCII,16,4,5484,41573,2004
Andromeda and Other Poems,Charles Kingsley,"February 12, 2004","February 12, 2004",English,11064,US-ASCII,0,4,5135,30866,2004
Aunt Mary's Primer,Anonymous,"February 12, 2004","February 12, 2004",English,11065,US-ASCII,0,4,945,5266,2004
Graf von Loeben and the Legend of Lorelei,Allen Wilson Porterfield,"February 12, 2004","February 12, 2004",English,11066,US-ASCII,0,4,1990,16712,2004
Reform Cookery Book (4th edition),Mrs. Mill,"February 12, 2004","February 12, 2004",English,11067,ASCII,0,4,7078,50826,2004
The Spirit of the Age,William Hazlitt,"February 12, 2004","February 12, 2004",English,11068,ASCII,0,4,8071,83952,2004
Squinty the Comical Pig,Richard Barnum,"February 13, 2004","February 13, 2004",English,11069,ASCII,13,4,3489,26963,2004
The Illustrated Alphabet of Birds,Unknown,"February 13, 2004","February 13, 2004",English,11073,US-ASCII,0,4,852,3958,2004
The Damned,Algernon Blackwood,"February 13, 2004","February 13, 2004",English,11074,ASCII,0,4,3700,34676,2004
"Punch, or the London Charivari, Vol. 153, Oct. 24, 1917",Various,"February 13, 2004","February 13, 2004",English,11076,US-ASCII,1,4,2129,14966,2004
"Ebooks: Neither E, Nor Books",Cory Doctorow,"February 13, 2004","February 13, 2004",English,11077,US-ASCII,0,4,1286,10676,2004
What Dress Makes of Us,Dorothy Quigley,"February 13, 2004","February 13, 2004",English,11078,ASCII,14,4,2084,16447,2004
Essays in Rebellion,Henry W. Nevinson,"February 14, 2004","February 14, 2004",English,11079,ASCII,0,4,10503,98742,2004
"The Orations of Marcus Tullius Cicero, Volume 4",Cicero,"February 14, 2004","February 14, 2004",English,11080,ASCII,0,4,21127,227844,2004
Old Saint Paul's,William Harrison Ainsworth,"February 14, 2004","February 14, 2004",English,11082,ASCII,0,4,22422,197326,2004
The Parables Of The Saviour,Anonymous,"February 14, 2004","February 14, 2004",English,11083,ASCII,0,4,1414,7304,2004
"Sonny, A Christmas Guest",Ruth McEnery Stuart,"February 14, 2004","February 14, 2004",English,11084,ASCII,0,4,3234,28808,2004
"M. or N. ""Similia similibus curantur.""",G.J. Whyte-Melville,"February 14, 2004","February 14, 2004",English,11085,ASCII,30,4,11621,106109,2004
A Surgeon in Belgium,Henry Sessions Souttar,"February 14, 2004","February 14, 2004",English,11086,US-ASCII,0,4,5064,52164,2004
"Atlantic Monthly, Volume 6, Issue 35, September, 1860",Various,"February 15, 2004","February 15, 2004",English,11087,US-ASCII,2,4,9206,88187,2004
"Crabbe, (George)",Alfred Ainger,"February 15, 2004","February 15, 2004",English,11088,ASCII,22,4,6832,61165,2004
The Education Of The Negro Prior To 1861,Carter Godwin Woodson,"February 15, 2004","February 15, 2004",English,11089,ASCII,14,4,14256,119351,2004
Industrial Progress and Human Economics,James Hartness,"February 15, 2004","February 15, 2004",English,11090,ASCII,0,4,3194,25037,2004
Poems,John L. Stoddard,"February 15, 2004","February 15, 2004",English,11091,ASCII,0,4,9122,45996,2004
Trailin'!,Max Brand,"February 15, 2004","February 15, 2004",English,11093,ASCII,42,4,10512,75183,2004
"Punch, or the London Charivari, Vol. 156, March 12, 1919",Various,"February 15, 2004","February 15, 2004",English,11094,US-ASCII,0,4,2198,16038,2004
Fun and Nonsense,Willard Bonte,"February 15, 2004","February 15, 2004",English,11095,US-ASCII,0,4,715,3954,2004
Tales of Ind,T. Ramakrishna,"February 15, 2004","February 15, 2004",English,11096,ASCII,0,4,2782,21125,2004
Young Robin Hood,G. Manville Fenn,"February 15, 2004","February 15, 2004",English,11097,ASCII,7,4,2506,19208,2004
Happy and Gay Marching Away,Unknown,"February 15, 2004","February 15, 2004",English,11098,US-ASCII,0,4,703,4101,2004
"More Seeds of Knowledge; Or, Another Peep at Charles.",Julia Corner,"February 15, 2004","February 15, 2004",English,11099,US-ASCII,0,4,1213,10092,2004
History Of Modern Philosophy,Richard Falckenberg,"February 15, 2004","February 15, 2004",English,11100,ASCII,32,4,24755,243729,2004
Coleridge's Ancient Mariner and Select Poems,Samuel Taylor Coleridge,"February 15, 2004","February 15, 2004",English,11101,ASCII,0,4,4990,36479,2004
"History of Negro Soldiers in the Spanish-American War, and Other Items of Interest",Edward A. Johnson,"February 15, 2004","February 15, 2004",English,11102,ASCII,20,4,5285,44876,2004
"Atlantic Monthly Volume 6, No. 37, November, 1860",Various,"February 15, 2004","February 15, 2004",English,11103,US-ASCII,2,4,9215,89587,2004
In Morocco,Edith Wharton,"February 15, 2004","February 15, 2004",English,11104,US-ASCII,0,4,6464,53870,2004
"Jack Mason, The Old Sailor",Theodore Thinker,"February 15, 2004","February 15, 2004",English,11105,ASCII,0,4,963,8506,2004
The Girl at Cobhurst,Frank Richard Stockton,"February 15, 2004","February 15, 2004",English,11106,ASCII,45,4,12387,115056,2004
"Theobald, The Iron-Hearted",Anonymous,"February 15, 2004","February 15, 2004",English,11107,ASCII,17,4,1936,14580,2004
"Punch, or the London Charivari, Vol. 156, Feb. 12, 1919",Various,"February 15, 2004","February 15, 2004",English,11109,US-ASCII,0,4,2444,16937,2004
A Countess from Canada,Bessie Marchant,"February 16, 2004","February 16, 2004",English,11110,ASCII,31,4,11374,102102,2004
Only An Irish Boy,"Horatio Alger, Jr.","February 16, 2004","February 16, 2004",English,11111,ASCII,36,4,8452,53137,2004
"The Mirror of Literature, Amusement, and Instruction, No. 351",Various,"February 16, 2004","February 16, 2004",English,11112,ASCII,0,4,1946,16139,2004
Principal Cairns,John Cairns,"February 16, 2004","February 16, 2004",English,11113,ASCII,22,4,4659,47087,2004
"Debate On Woman Suffrage In The Senate Of The United States,","Henry W. Blair, J.E. Brown, J.N. Dolph, G.G. Vest, Geo. F. Hoar.","February 16, 2004","February 16, 2004",English,11114,ASCII,0,5,7449,69723,2004
Frank Merriwell at Yale,Burt L. Standish,"February 16, 2004","February 16, 2004",English,11115,ASCII,35,4,11230,78513,2004
The Wonderful Bed,Gertrude Knevels,"February 16, 2004","February 16, 2004",English,11116,US-ASCII,15,4,4272,35829,2004
"Atlantic Monthly Volume 7, No. 40, February, 1861",Various,"February 16, 2004","February 16, 2004",English,11117,US-ASCII,2,4,8890,89292,2004
"Atlantic Monthly Volume 7, No. 39, January, 1861",Various,"February 16, 2004","February 16, 2004",English,11118,US-ASCII,1,4,9270,86544,2004
Personal Memoirs Of A Residence Of Thirty Years With The Indian Tribes On The American Frontiers,Henry Rowe Schoolcraft,"February 16, 2004","February 16, 2004",English,11119,ASCII,144,4,28729,278849,2004
Hurrah for New England!,Louisa C. Tuthill,"February 16, 2004","February 16, 2004",English,11120,US-ASCII,0,4,2404,22260,2004
The Bracelets,Maria Edgeworth,"February 17, 2004","February 17, 2004",English,11121,ASCII,0,4,1979,14587,2004
"Choice Specimens of American Literature, And Literary Reader",Benj. N. Martin,"February 17, 2004","February 17, 2004",English,11122,ASCII,7,4,21525,168345,2004
"The German Classics of The Nineteenth and Twentieth Centuries,",Editor-in-Chief: Kuno Francke,"February 17, 2004","February 17, 2004",English,11123,ASCII,0,4,21613,126874,2004
Northumberland Yesterday and To-day,Jean F. Terry,"February 17, 2004","February 17, 2004",English,11124,ASCII,22,4,7949,71607,2004
A Compilation of the Messages and Papers of the Presidents,James D. Richardson,"February 17, 2004","February 17, 2004",English,11125,ASCII,0,4,13625,109185,2004
Ten Girls from Dickens,Kate Dickinson Sweetser,"February 17, 2004","February 17, 2004",English,11126,US-ASCII,0,4,7525,66755,2004
The Case of Jennie Brice,Mary Roberts Rinehart,"February 17, 2004","March 25, 2006",English,11127,ASCII,16,4,5063,39215,2004
The Red Thumb Mark,R. Austin Freeman,"February 17, 2004","February 17, 2004",English,11128,ASCII,34,4,8758,73487,2004
No and Other Stories Compiled by Uncle Humphrey,Various,"February 17, 2004","February 17, 2004",English,11129,US-ASCII,0,4,1629,12947,2004
"Punch, or the London Charivari, Vol. 156, Jan. 8, 1919",Various,"February 17, 2004","February 17, 2004",English,11133,US-ASCII,0,4,2014,14267,2004
"Atlantic Monthly, Volume 7, Issue 41, March, 1861",Various,"February 17, 2004","February 17, 2004",English,11134,US-ASCII,1,4,9091,89649,2004
"Monarch, The Big Bear of Tallac",Ernest Thompson Seton,"February 17, 2004","February 17, 2004",English,11135,US-ASCII,0,4,2592,23731,2004
A Discourse Upon The Origin And The Foundation Of,Jean Jacques Rousseau,"February 17, 2004","February 17, 2004",English,11136,ASCII,0,4,2904,30094,2004
"Twenty-Two Years a Slave, and Forty Years a Freeman",Austin Steward,"February 18, 2004","February 18, 2004",English,11137,ASCII,37,4,8514,85191,2004
Comic History of England,Bill Nye,"February 18, 2004","February 18, 2004",English,11138,ASCII,36,4,3639,29136,2004
Rollo at Play,Jacob Abbott,"February 18, 2004","February 18, 2004",English,11140,US-ASCII,0,4,4386,35694,2004
A Summer in Leslie Goldthwaite's Life.,Mrs. A. D. T. Whitney,"February 18, 2004","February 18, 2004",English,11141,ASCII,18,4,7125,64997,2004
Unitarianism,W.G. Tarrant,"February 18, 2004","February 18, 2004",English,11142,ASCII,0,4,2259,20157,2004
Mary Marie,Eleanor H. Porter,"February 18, 2004","February 18, 2004",English,11143,ASCII,9,4,8021,73933,2004
Somewhere in France,Richard Harding Davis,"February 18, 2004","February 18, 2004",English,11144,ASCII,0,4,5463,46242,2004
The Discovery of Yellowstone Park,Nathaniel Pitt Langford,"February 18, 2004","February 18, 2004",English,11145,ASCII,0,4,5049,50601,2004
The Expedition of the Donner Party and its Tragic Fate,Eliza Poor Donner Houghton,"February 18, 2004","February 18, 2004",English,11146,ASCII,76,4,10840,98217,2004
"Phebe, The Blackberry Girl",Edward Livermore,"February 18, 2004","February 18, 2004",English,11147,ASCII,0,4,1458,7329,2004
Aunt Harding's Keepsakes,Anonymous,"February 18, 2004","February 18, 2004",English,11148,ASCII,9,4,1324,11194,2004
Little Folded Hands,Anonymous,"February 18, 2004","February 18, 2004",English,11149,US-ASCII,0,4,1656,7695,2004
Gems Gathered in Haste,Anonymous,"February 18, 2004","February 18, 2004",English,11150,US-ASCII,0,4,1783,13419,2004
The Lost Trail,Edward S. Ellis,"February 18, 2004","February 18, 2004",English,11151,US-ASCII,11,4,4726,38986,2004
No Hero,E.W. Hornung,"February 18, 2004","February 18, 2004",English,11153,ASCII,13,4,4837,41911,2004
"Atlantic Monthly, Volume 8, Issue 45, July, 1861",Various,"February 18, 2004","February 18, 2004",English,11154,US-ASCII,2,4,8794,88439,2004
"Atlantic Monthly, Volume 7, Issue 42, April, 1861",Various,"February 18, 2004","February 18, 2004",English,11155,US-ASCII,4,4,9222,88648,2004
Buddy And Brighteyes Pigg,Howard R. Garis,"February 19, 2004","February 19, 2004",English,11156,US-ASCII,0,4,4878,40121,2004
"Atlantic Monthly, Vol. 8, No. 46, August, 1861",Various,"February 19, 2004","February 19, 2004",English,11157,ASCII,1,4,8725,89261,2004
"Atlantic Monthly, Vol. 10, No. 61, November, 1862",Various,"February 19, 2004","February 19, 2004",English,11158,ASCII,3,4,9758,93031,2004
"Atlantic Monthly, Vol. 10, No. 62, December, 1862",Various,"February 19, 2004","February 19, 2004",English,11159,ASCII,6,4,8806,87206,2004
A Cotswold Village,J. Arthur Gibbs,"February 19, 2004","February 19, 2004",English,11160,ASCII,36,4,12520,117798,2004
Mary Wollaston,Henry Kitchell Webster,"February 19, 2004","February 19, 2004",English,11161,ASCII,28,4,12601,119759,2004
The Story of Little Black Mingo,Helen Bannerman,"February 19, 2004","February 19, 2004",English,11162,US-ASCII,0,4,680,4968,2004
